accepted_step,timestamp,keyframe_count,imu_valid,imu_sample_count,accel_norm_mps2,accel_norm_error_mps2,accel_std_norm_mps2,ground_valid,ground_quality,localmap_ground_valid,localmap_ground_corr,current_ground_L_x,current_ground_L_y,current_ground_L_z,current_ground_W_x,current_ground_W_y,current_ground_W_z,localmap_ground_L_x,localmap_ground_L_y,localmap_ground_L_z,localmap_ground_W_x,localmap_ground_W_y,localmap_ground_W_z,imu_up_L_x,imu_up_L_y,imu_up_L_z,imu_up_W_x,imu_up_W_y,imu_up_W_z,slam_up_L_x,slam_up_L_y,slam_up_L_z,gravity_ref_valid,gravity_ref_W_x,gravity_ref_W_y,gravity_ref_W_z,ground_to_map_deg,slam_to_imu_gravity_deg,frontend_gravity_drift_deg,ground_to_imu_gravity_deg,localmap_to_imu_gravity_deg,ground_to_slam_up_deg,localmap_to_slam_up_deg,current_ground_to_gravity_ref_deg,localmap_ground_to_gravity_ref_deg,world_roll_deg,world_pitch_deg,world_yaw_deg,world_x_m,world_y_m,world_z_m
2298,1782712844.539393187,507,0,21,9.670209899,0.136440101,0.904602439,1,0.802652457,1,113,-0.025295401,0.020496304,0.999469882,0.004033048,0.056995900,0.998366266,-0.037698680,0.041282662,0.998436053,-0.013535004,0.073638321,0.997193161,-0.033426787,0.005292689,0.999427155,0.000297361,0.040184191,0.999192245,-0.044502764,-0.033332224,0.998453037,1,-0.006585694,0.007816696,0.999947763,1.388180506,nan,nan,nan,nan,3.275573839,4.293860987,2.884424604,3.796239014,-1.912044626,2.550662937,15.538070501,-2.524092686,0.008750475,-2.084145313
2299,1782712844.639096260,507,0,21,10.932236171,1.125586171,3.030782155,1,0.580671896,1,83,-0.030358267,0.017117386,0.999392501,-0.002012017,0.052968074,0.998594179,-0.040094979,0.054536826,0.997706433,-0.021470376,0.086325038,0.996035647,0.089497115,-0.008239530,0.995952999,0.120081882,0.060345655,0.990928223,-0.042598153,-0.034467745,0.998497557,1,-0.006585694,0.007816696,0.999947763,2.217611564,nan,nan,nan,nan,3.038459780,5.103490971,2.601601825,4.585035402,-1.977042848,2.441433124,15.472014522,-2.525101877,0.011164866,-2.084547798
2300,1782712844.739057064,507,0,21,9.710303747,0.096346253,4.564974793,1,0.759053048,1,104,-0.020871975,0.026776588,0.999423521,-0.001553751,0.062844704,0.998022108,-0.040815166,0.052313762,0.997796268,-0.027644152,0.082045210,0.996245143,0.281490000,0.036854383,0.958856159,0.285909159,0.151450101,0.946212883,-0.036206280,-0.034216852,0.998758385,1,-0.006585694,0.007816696,0.999947763,1.858908918,nan,nan,nan,nan,3.604213191,4.966727542,3.168352663,4.427006469,-1.962150959,2.074920530,15.476914889,-2.514942140,0.012458405,-2.084206269
2301,1782712844.839703083,507,0,21,9.714225878,0.092424122,1.684461492,1,0.732159355,1,105,-0.021052095,0.020106881,0.999576171,0.003964814,0.058520230,0.998278349,-0.032567757,0.051374647,0.998148279,-0.015450331,0.085559280,0.996213279,0.132066440,-0.019495002,0.991049141,0.161782807,0.060268002,0.984984310,-0.040343187,-0.035301842,0.998562070,1,-0.006585694,0.007816696,0.999947763,1.910988757,nan,nan,nan,nan,3.362578779,4.987770190,2.969198354,4.489437116,-2.024715942,2.312121814,15.270107306,-2.477337770,0.025598590,-2.085471770
2302,1782712844.939000368,507,0,21,9.820034148,0.013384148,1.514454019,1,0.869702887,1,118,-0.020701348,0.014655546,0.999678283,0.004486995,0.055119056,0.998469707,-0.036470926,0.051390475,0.998012470,-0.020598589,0.086197039,0.996065143,0.123782009,-0.030848407,0.991829819,0.155598316,0.049493639,0.986579720,-0.039786980,-0.037257523,0.998513332,1,-0.006585694,0.007816696,0.999947763,2.292635406,nan,nan,nan,nan,3.170153351,5.084457634,2.785050821,4.568698924,-2.136885815,2.280227904,15.484649775,-2.412850186,0.041368289,-2.088328934
2303,1782712845.039402008,508,0,21,10.019909239,0.213259239,2.238726548,1,0.538815365,1,123,-0.003895415,0.005053595,0.999979643,0.021032405,0.052068047,0.998422033,-0.027878154,-0.007938606,0.999579805,0.001462754,0.033091787,0.999451246,0.086153862,-0.078192613,0.993208652,0.130052935,-0.004067873,0.991498707,-0.038221418,-0.039392412,0.998492544,1,-0.006585694,0.007816696,0.999947763,1.563004410,nan,nan,nan,nan,3.219168283,1.898218373,2.990316882,1.520116015,-2.259254814,2.190459478,15.639919977,-2.363402555,0.049163061,-2.089445929
2304,1782712845.139441490,508,0,21,9.941348319,0.134698319,2.293110385,1,0.868072248,1,97,-0.017335493,0.012164021,0.999775733,0.003275796,0.054542863,0.998506057,-0.037835086,0.032301366,0.998761797,-0.021842133,0.068495191,0.997412317,0.093559053,-0.115240837,0.988921763,0.143665128,-0.039503738,0.988837593,-0.034918031,-0.039579317,0.998606133,1,-0.006585694,0.007816696,0.999947763,1.647521237,nan,nan,nan,nan,3.132266960,4.122748727,2.737693115,3.588357897,-2.269705160,2.001062569,15.287802635,-2.266825469,0.065648567,-2.091657957
2305,1782712845.239023209,508,0,21,9.694041077,0.112608923,2.551659520,1,0.808591484,1,96,-0.017995690,0.012407673,0.999761074,0.003990892,0.056684704,0.998384153,-0.022808276,0.000705950,0.999739608,0.002132103,0.044185465,0.999021070,0.051062593,-0.077139953,0.995711825,0.092423194,-0.013858376,0.995623372,-0.035468488,-0.041673828,0.998501516,1,-0.006585694,0.007816696,0.999947763,0.724953261,nan,nan,nan,nan,3.257588616,2.535413659,2.866457664,2.143589191,-2.389930789,2.032620971,13.831311280,-2.184360241,0.071815123,-2.092840477
2306,1782712845.339418650,508,0,21,9.690014704,0.116635296,5.294340817,1,0.854676314,1,90,-0.014138976,0.014072963,0.999801001,0.005936988,0.059152641,0.998231294,-0.040630155,0.018422849,0.999004399,-0.020895774,0.058002121,0.998097751,0.060508119,-0.035133237,0.997549208,0.088976311,0.026038612,0.995693330,-0.031989503,-0.042648054,0.998577896,1,-0.006585694,0.007816696,0.999947763,1.538881903,nan,nan,nan,nan,3.408234210,3.534599247,3.029529903,2.992243021,-2.445547222,1.833176275,11.693959830,-2.071145617,0.075332502,-2.092724016
2307,1782712845.439246178,509,0,21,9.433820155,0.372829845,5.998916378,1,0.700975142,1,98,-0.006905292,0.018458529,0.999805781,0.010624945,0.066013212,0.997762179,-0.039888886,0.036128865,0.998550741,-0.024866666,0.077881131,0.996652486,-0.007979075,-0.052366114,0.998596077,0.021378490,-0.003980376,0.999763530,-0.028398399,-0.044883448,0.998588507,1,-0.006585694,0.007816696,0.999947763,2.145263798,nan,nan,nan,nan,3.833816282,4.689429803,3.479958657,4.153995319,-2.573534985,1.627327215,9.557573214,-1.977998449,0.067368825,-2.094987180
2308,1782712845.538841963,509,0,21,10.120013968,0.313363968,2.708846766,1,0.755595538,1,86,-0.010349416,0.001896516,0.999944645,0.008767770,0.051143096,0.998652848,-0.018098017,-0.010603497,0.999779990,0.002676661,0.037770745,0.999282846,0.017166361,0.049951480,0.998604109,0.029892479,0.102164200,0.994318317,-0.025550788,-0.047714306,0.998534177,1,-0.006585694,0.007816696,0.999947763,0.842700278,nan,nan,nan,nan,2.974368452,2.170050321,2.634955130,1.796895572,-2.735760582,1.464111670,7.273124158,-1.867073341,0.072137210,-2.095304857
2309,1782712845.638965130,509,0,21,9.798181665,0.008468335,2.197739472,1,0.749247871,1,87,-0.003733175,0.007631218,0.999963913,0.010309708,0.055430495,0.998409320,-0.012100170,-0.005729608,0.999910375,0.003499406,0.041231835,0.999143478,0.048960674,-0.058226411,0.997102070,0.070031035,-0.004190472,0.997536011,-0.020199520,-0.046300966,0.998723285,1,-0.006585694,0.007816696,0.999947763,0.903251743,nan,nan,nan,nan,3.232113729,2.371580410,2.896379213,2.000477377,-2.654340642,1.157425990,6.414164429,-1.746789274,0.073022113,-2.101012711
2310,1782712845.739245415,509,0,21,9.016984928,0.789665072,1.629035610,1,0.764945693,1,87,-0.007067420,0.012966835,0.999890950,0.001055371,0.058298372,0.998298646,-0.017592077,0.015730080,0.999721503,-0.009694715,0.059985630,0.998152161,0.015037694,0.015993847,0.999759003,0.022742495,0.063509178,0.997722087,-0.013965063,-0.044948039,0.998891711,1,-0.006585694,0.007816696,0.999947763,0.623534505,nan,nan,nan,nan,3.342693869,3.483666579,2.927176659,2.996471316,-2.576452287,0.800165197,5.733862835,-1.637466907,0.071179493,-2.093530875
2311,1782712845.838870287,509,0,21,10.289561679,0.482911679,2.722353803,1,0.755666238,1,87,-0.006418093,0.011768221,0.999910154,0.002489457,0.053741849,0.998551759,-0.018397958,-0.010352562,0.999777145,-0.007386425,0.030624222,0.999503676,0.007199472,0.058335979,0.998271046,0.011709322,0.101255382,0.994791556,-0.013877462,-0.041524215,0.999041118,1,-0.006585694,0.007816696,0.999947763,1.441415703,nan,nan,nan,nan,3.083971921,1.805254169,2.683637865,1.307855979,-2.380075862,0.795145498,5.296781233,-1.490695189,0.088481580,-2.098731038
2312,1782712846.040070534,510,0,21,9.751668415,0.054981585,3.193024174,1,0.694777134,1,87,-0.009210832,0.018686661,0.999782961,0.007197579,0.059444608,0.998205657,-0.018735481,0.036509613,0.999157660,-0.004219461,0.076093273,0.997091776,-0.045829170,-0.012169231,0.998875166,-0.025856897,0.024805223,0.999357855,-0.022822583,-0.039646158,0.998953108,1,-0.006585694,0.007816696,0.999947763,1.158425870,nan,nan,nan,nan,3.432854010,4.370758951,3.063656235,3.918490719,-2.272745306,1.307751255,6.198896023,-1.247519418,0.111778273,-2.104809189
2313,1782712846.139024734,510,0,21,10.081114947,0.274464947,3.287592340,1,0.782016445,1,143,-0.006973165,0.020049683,0.999774667,0.015082017,0.059437321,0.998118098,-0.044009952,0.029767857,0.998587502,-0.022846283,0.064802774,0.997636531,-0.117192137,0.014580806,0.993002217,-0.093902643,0.041137900,0.994731103,-0.028797725,-0.037280147,0.998889825,1,-0.006585694,0.007816696,0.999947763,2.195075569,nan,nan,nan,nan,3.515638866,3.940017621,3.209764024,3.398462305,-2.137377043,1.650216266,6.565790245,-1.132002630,0.111129708,-2.096543917
2314,1782712846.239183903,510,0,21,9.666538558,0.140111442,2.435064602,1,0.471121815,1,69,-0.012697052,0.035783362,0.999278908,0.003741193,0.073301378,0.997302818,-0.017930430,0.054910179,0.998330292,-0.003812655,0.091598105,0.995788758,-0.045932597,0.041416628,0.998085597,-0.029951517,0.074802392,0.996748468,-0.025386049,-0.036558050,0.999009038,1,-0.006585694,0.007816696,0.999947763,1.137485283,nan,nan,nan,nan,4.209111116,5.260115148,3.802083121,4.810270092,-2.095764518,1.454669755,6.982642729,-1.021147413,0.123464135,-2.103866696
2315,1782712846.338939905,510,0,21,9.987902255,0.181252255,3.561804764,1,0.608068997,1,91,-0.014690735,0.015245566,0.999775852,0.001266398,0.055996069,0.998430186,-0.020767488,-0.001448757,0.999783283,-0.002625342,0.038680970,0.999248162,0.091686347,-0.020653715,0.995573723,0.111268095,0.033748564,0.993217220,-0.023093178,-0.040146726,0.998926897,1,-0.006585694,0.007816696,0.999947763,1.017924751,nan,nan,nan,nan,3.210839107,2.221911979,2.798524677,1.783413783,-2.301470430,1.323259266,7.297073488,-0.921666516,0.135831699,-2.098375730
2316,1782712846.438752413,510,0,21,9.496754759,0.309895241,2.002092330,1,0.835583858,1,112,-0.011491637,0.012985783,0.999849645,0.007823584,0.054467397,0.998484899,-0.026299249,-0.012701047,0.999573425,-0.003332004,0.027019301,0.999629359,0.027438751,-0.013081985,0.999537882,0.049939863,0.033941219,0.998175337,-0.026679891,-0.039915187,0.998846816,1,-0.006585694,0.007816696,0.999947763,1.698913414,nan,nan,nan,nan,3.154374286,1.560011659,2.799020344,1.116076919,-2.288394489,1.528826583,7.810780303,-0.800595969,0.150741094,-2.093408446
2317,1782712846.539134979,511,0,21,9.703777089,0.102872911,2.997952703,1,0.766319205,1,73,-0.008314439,0.018411932,0.999795915,0.004766587,0.055121499,0.998468277,-0.003731242,0.005109303,0.999979986,0.011233603,0.042636928,0.999027476,-0.001822861,0.023549704,0.999721005,0.010442093,0.061136207,0.998074810,-0.021022026,-0.035454073,0.999150180,1,-0.006585694,0.007816696,0.999947763,0.806228745,nan,nan,nan,nan,3.171635060,2.527102814,2.788883620,2.241882215,-2.032243843,1.204562095,8.304678867,-0.675102792,0.162527106,-2.102110566
2318,1782712846.639868975,511,0,21,10.503503444,0.696853444,2.988270733,1,0.872481620,1,114,-0.012656239,0.017312308,0.999770025,0.002633938,0.056217106,0.998415094,-0.012649790,0.000936365,0.999919550,0.005153221,0.040053705,0.999184240,-0.038865473,-0.111586017,0.992994479,-0.003623238,-0.075338437,0.997151439,-0.023867405,-0.037855858,0.998998139,1,-0.006585694,0.007816696,0.999947763,0.938322075,nan,nan,nan,nan,3.226240968,2.314453312,2.824654366,1.966276815,-2.170117780,1.367631420,8.772126915,-0.560648165,0.177622710,-2.105136444
2319,1782712846.739043951,511,0,21,9.894640057,0.087990057,4.399756639,0,0.000000000,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.012672126,-0.209564319,0.977712746,0.053963278,-0.164256379,0.984940509,-0.016920217,-0.039895393,0.999060591,1,-0.006585694,0.007816696,0.999947763,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.286771971,0.969503259,8.415998835,-0.437215129,0.182765247,-2.099744197
2320,1782712846.839604378,511,0,21,9.894552190,0.087902190,2.435870961,1,0.705910075,1,72,0.008991002,0.022237696,0.999712282,0.005043595,0.057600282,0.998326985,0.004386970,-0.002474190,0.999987316,0.002995398,0.032571098,0.999464932,-0.047649778,-0.018636432,0.998690233,-0.047109276,0.011127234,0.998827763,-0.001930836,-0.034565874,0.999400556,1,-0.006585694,0.007816696,0.999947763,1.440374601,nan,nan,nan,nan,3.314729308,1.874395826,2.930970768,1.521148705,-1.980876966,0.110628806,5.880695709,-0.317668958,0.169353367,-2.099139436
2321,1782712846.939077139,512,0,21,9.452351553,0.354298447,2.188656769,1,0.732527692,1,87,0.011598420,0.010549616,0.999877084,0.005293596,0.049703801,0.998749974,0.013410023,0.012123039,0.999836588,0.007017299,0.051370844,0.998654992,-0.031844680,-0.056335635,0.997903909,-0.034441882,-0.019475003,0.999216934,0.003609577,-0.038804467,0.999240304,1,-0.006585694,0.007816696,0.999947763,0.137500428,nan,nan,nan,nan,2.865117592,2.971999179,2.495743735,2.615625038,-2.223905013,-0.206813972,3.122799292,-0.199673070,0.154451542,-2.094681198
2322,1782712847.038553238,512,0,21,10.458135525,0.651485525,4.543192021,1,0.639312714,1,109,0.027250350,0.015121460,0.999514262,0.021154820,0.055039919,0.998260027,-0.005457776,0.001518308,0.999983954,-0.011342275,0.040957062,0.999096528,-0.106837677,0.177262836,0.978347381,-0.115286246,0.214105119,0.969983546,0.005248380,-0.039612096,0.999201349,1,-0.006585694,0.007816696,0.999947763,2.029936273,nan,nan,nan,nan,3.380429770,2.435722034,3.139876085,1.918970997,-2.270231140,-0.300711389,0.894412195,-0.081547852,0.138541097,-2.094490355
2323,1782712847.138839483,512,0,21,10.097304777,0.290654777,5.428194278,1,0.589667029,1,87,0.010123215,0.019411029,0.999760338,0.018058211,0.055303856,0.998306258,-0.015524125,0.011068356,0.999818230,-0.007602645,0.047021468,0.998864946,-0.336624489,-0.004968368,0.941625864,-0.329180832,0.029565027,0.943803946,-0.007833822,-0.035949947,0.999322887,1,-0.006585694,0.007816696,0.999947763,1.545323248,nan,nan,nan,nan,3.335205425,2.730152362,3.067187713,2.248024037,-2.060287441,0.448849535,-0.117954449,0.013367458,0.130355520,-2.096956849
2324,1782712847.239116192,512,0,21,10.195107541,0.388457541,3.730483920,1,0.699171441,1,119,-0.004539068,0.009384283,0.999945665,0.008709405,0.046082294,0.998899679,-0.011860560,-0.001451877,0.999928607,0.001562093,0.035141040,0.999381142,-0.284001952,0.033873303,0.958225177,-0.271642379,0.064700744,0.960220929,-0.013973765,-0.036562662,0.999233659,1,-0.006585694,0.007816696,0.999947763,0.749303827,nan,nan,nan,nan,2.688049031,2.015837436,2.362042510,1.634067580,-2.095557962,0.800663817,0.885136034,0.092380804,0.134396659,-2.091386940
2325,1782712847.339647055,512,0,21,10.019511992,0.212861992,2.783493843,1,0.553864281,1,106,-0.014300025,0.012246867,0.999822746,0.003925678,0.048369387,0.998821802,-0.023224105,0.012735350,0.999649164,-0.005008828,0.048656065,0.998803033,-0.206212478,-0.009806421,0.978458097,-0.187803303,0.021363002,0.981974308,-0.019303886,-0.036032780,0.999164150,1,-0.006585694,0.007816696,0.999947763,0.512175767,nan,nan,nan,nan,2.781566714,2.803638590,2.401325181,2.342748615,-2.065358237,1.106099925,1.252527015,0.124216649,0.134791860,-2.088374780
2326,1782712847.438958645,512,0,21,10.269873260,0.463223260,3.603310470,1,0.615494205,1,128,-0.012350368,0.015241212,0.999807568,0.002208790,0.051151856,0.998688444,-0.038397589,-0.005735042,0.999246083,-0.023369974,0.029607874,0.999288356,0.127401790,-0.020041251,0.991648694,0.142575463,0.018642873,0.989608347,-0.015690674,-0.035862841,0.999233536,1,-0.006585694,0.007816696,0.999947763,1.916525031,nan,nan,nan,nan,2.934799750,2.161697104,2.534769502,1.576467207,-2.055483276,0.899046315,1.245513871,0.162284115,0.141491851,-2.088921671
2327,1782712847.539007425,512,0,21,9.911150469,0.104500469,3.365644480,1,0.684153394,1,125,-0.003786483,0.012068826,0.999920000,0.004893882,0.052048648,0.998632559,-0.029744254,-0.007340849,0.999530585,-0.020644429,0.032096723,0.999271539,0.270256338,0.003114104,0.962783368,0.278722764,0.047384855,0.959201906,-0.009788321,-0.039876117,0.999156686,1,-0.006585694,0.007816696,0.999947763,1.857289313,nan,nan,nan,nan,2.996687200,2.187093033,2.619576633,1.608039199,-2.285448657,0.560838437,1.206516373,0.198337045,0.128709012,-2.094840998
2328,1782712847.639062881,512,0,21,9.739836601,0.066813399,2.546561771,1,0.808246241,1,145,-0.004250711,0.013279391,0.999902790,0.009737856,0.053032789,0.998545291,-0.020435249,-0.004680861,0.999780221,-0.006062271,0.034751974,0.999377581,0.193612123,0.005634600,0.981061974,0.207429299,0.048725251,0.977035790,-0.015101045,-0.039550998,0.999103437,1,-0.006585694,0.007816696,0.999947763,1.385270953,nan,nan,nan,nan,3.090853412,2.021629739,2.755781761,1.543961464,-2.266955112,0.865259058,1.181826200,0.254710594,0.140885275,-2.089776905
2329,1782712847.739108324,513,0,15,10.327205104,0.520555104,4.132874973,0,0.000000000,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.102242109,-0.005883393,0.994742146,0.119861760,0.038253755,0.992053330,-0.018747254,-0.041053646,0.998981050,1,-0.006585694,0.007816696,0.999947763,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.353275673,1.074201463,1.564716533,0.341608925,0.132373939,-2.105018682
2330,1782712848.011703014,513,0,17,9.984203896,0.177553896,3.482610885,1,0.865604988,1,137,-0.006362362,0.013602432,0.999887241,0.013547882,0.051520174,0.998580055,-0.033846913,-0.004183926,0.999418271,-0.013237071,0.032707792,0.999377296,0.065155020,-0.036800557,0.997196341,0.086878514,0.003776612,0.996211755,-0.021866113,-0.037376410,0.999061999,1,-0.006585694,0.007816696,0.999947763,1.876006619,nan,nan,nan,nan,3.053688752,2.022091949,2.758345840,1.476597540,-2.142521952,1.252935846,2.155888501,0.394020862,0.137660978,-2.088138357
2331,1782712848.138977528,513,0,21,10.158215950,0.351565950,3.461738986,1,0.738711537,1,120,-0.020600058,0.009396195,0.999743642,-0.005613228,0.049081314,0.998779013,-0.014229160,-0.005266767,0.999884889,0.001637256,0.034845226,0.999391380,-0.001161165,-0.117588232,0.993061760,0.021390572,-0.076674584,0.996826691,-0.017965289,-0.039944842,0.999040369,1,-0.006585694,0.007816696,0.999947763,0.916044996,nan,nan,nan,nan,2.831635827,1.999092587,2.366060892,1.619070664,-2.289649672,1.029390618,3.441094487,0.766540861,0.147063994,-2.099216971
2332,1782712848.239169598,514,0,21,9.732135274,0.074514726,3.175920703,1,0.742588544,1,125,-0.013415367,0.012711787,0.999829205,0.004716237,0.052065537,0.998632533,-0.022366230,-0.002763930,0.999746024,-0.003358064,0.036130488,0.999341439,0.026880116,-0.180724916,0.983166295,0.055410582,-0.139377204,0.988687849,-0.021013238,-0.039023561,0.999017320,1,-0.006585694,0.007816696,0.999947763,1.024347267,nan,nan,nan,nan,2.996715276,2.079502955,2.617976135,1.633192056,-2.236947397,1.204058484,3.150759656,0.859390628,0.145151391,-2.088066415
2333,1782712848.339146614,514,0,21,9.891686115,0.085036115,2.696561303,1,0.893277375,1,106,-0.016770675,0.009152728,0.999817469,-0.001081867,0.049109447,0.998792817,-0.012253143,0.002928690,0.999920638,0.003510011,0.042945477,0.999071252,-0.063124986,0.031686656,0.997502477,-0.047730177,0.071012479,0.996332805,-0.016257791,-0.039975078,0.999068405,1,-0.006585694,0.007816696,0.999947763,0.440684938,nan,nan,nan,nan,2.815579797,2.469564006,2.387913684,2.094920281,-2.291316705,0.931543871,0.640784974,0.998631608,0.108792878,-2.091625058
2334,1782712848.439105749,514,0,21,9.701154869,0.105495131,2.186388870,1,0.788924782,1,121,-0.011489589,0.014514728,0.999828641,0.007779071,0.050149459,0.998711429,-0.021897296,0.008917558,0.999720454,-0.002793592,0.044876666,0.998988629,-0.031015112,0.120371628,0.992244291,-0.008670374,0.156226070,0.987683269,-0.017734885,-0.035861288,0.999199400,1,-0.006585694,0.007816696,0.999947763,0.677113957,nan,nan,nan,nan,2.908965072,2.577089538,2.562518881,2.135297767,-2.055464515,1.016187361,-1.773355582,1.112352070,0.103822007,-2.089071175
2335,1782712848.538972616,515,0,21,10.217757664,0.411107664,3.842363139,1,0.912536390,1,114,-0.009236968,0.012391455,0.999880558,0.010601694,0.043997685,0.998975379,-0.024429513,0.010546508,0.999645922,-0.004646187,0.042669603,0.999078434,-0.026504540,0.040932104,0.998810328,-0.005709565,0.073067507,0.997310654,-0.018337063,-0.031949468,0.999321261,1,-0.006585694,0.007816696,0.999947763,0.876975270,nan,nan,nan,nan,2.593918622,2.459994508,2.295860230,2.000735834,-1.831189260,1.050695180,-1.970156717,1.230472724,0.098757421,-2.086271351
2336,1782712848.638997078,515,0,21,9.520089323,0.286560677,2.263251331,1,0.703716504,1,101,-0.018682052,0.016247760,0.999693449,0.003642232,0.049002039,0.998792038,-0.023349024,0.022644387,0.999470887,-0.000892607,0.055488276,0.998458940,0.024983428,0.034980744,0.999075661,0.047668823,0.066749356,0.996630426,-0.021280621,-0.032833412,0.999234258,1,-0.006585694,0.007816696,0.999947763,0.453858226,nan,nan,nan,nan,2.816489087,3.181289725,2.432507383,2.752375646,-1.881980436,1.219381823,-1.248768662,1.343413811,0.089139215,-2.092544243
2337,1782712848.739079714,515,0,21,9.947104663,0.140454663,2.241335180,1,0.837217457,1,120,-0.001792346,0.012803443,0.999916426,0.015531546,0.044671653,0.998880981,-0.029387410,0.002119179,0.999565850,-0.012174116,0.034281690,0.999338059,-0.010487028,0.001323360,0.999944134,0.006720770,0.033293297,0.999423027,-0.016854929,-0.032038828,0.999344498,1,-0.006585694,0.007816696,0.999947763,1.695633616,nan,nan,nan,nan,2.710796007,2.084832419,2.463640550,1.550211123,-1.836264734,0.965762002,-0.621780346,1.458535471,0.093237865,-2.085661244
2338,1782712848.939142466,515,0,21,9.836230155,0.029580155,2.741573215,1,0.758598395,1,114,-0.007730231,0.012809118,0.999888079,0.007118516,0.046542925,0.998890926,-0.008804425,0.002036760,0.999959166,0.006224374,0.035763284,0.999340905,0.012829771,-0.026879834,0.999556337,0.028326793,0.007201081,0.999572777,-0.015612317,-0.033620279,0.999312730,1,-0.006585694,0.007816696,0.999947763,0.620288095,nan,nan,nan,nan,2.698720832,2.080345406,2.354627027,1.761835776,-1.926898108,0.894556199,0.921014960,1.710601461,0.089875440,-2.087279605
2339,1782712849.039199114,516,0,21,9.410791675,0.395858325,2.060320578,1,0.905502329,1,109,-0.014018409,0.013171592,0.999814980,0.006968847,0.049230263,0.998763143,-0.012418239,0.015524061,0.999802376,0.008496591,0.051626754,0.998630305,-0.004579590,0.036129121,0.999336637,0.015697497,0.072422737,0.997250488,-0.022458305,-0.035838386,0.999105217,1,-0.006585694,0.007816696,0.999947763,0.163014507,nan,nan,nan,nan,2.849981916,2.999156582,2.497802538,2.656026790,-2.054346417,1.286874272,1.685949461,1.823633525,0.088463130,-2.086449565
2340,1782712849.139247417,516,0,21,9.999517230,0.192867230,2.934865671,1,0.949057282,1,105,-0.018872587,0.012387945,0.999745150,0.010046443,0.048791563,0.998758455,-0.024850999,-0.004107564,0.999682728,0.004713958,0.032091264,0.999473826,-0.046398364,-0.001547663,0.998921817,-0.016929620,0.033806163,0.999285010,-0.030786613,-0.035989661,0.998877835,1,-0.006585694,0.007816696,0.999947763,1.005300156,nan,nan,nan,nan,2.855378753,1.858751216,2.534845407,1.534419338,-2.063479643,1.764221786,2.163752111,1.966685293,0.098357525,-2.088457188
2341,1782712849.239145517,516,0,21,10.053423073,0.246773073,2.734990277,1,0.793969629,1,119,-0.014348857,0.019020383,0.999716127,0.010792839,0.054761734,0.998441118,-0.002700008,0.016940975,0.999852846,0.022533876,0.053287672,0.998324921,-0.026275943,0.020315704,0.999448271,-0.001188493,0.055434231,0.998461634,-0.027969858,-0.035124849,0.998991457,1,-0.006585694,0.007816696,0.999947763,0.678029528,nan,nan,nan,nan,3.199636308,3.316774012,2.869737540,3.095511529,-2.013707838,1.602763820,2.935069539,2.083665918,0.103213956,-2.090618040
2342,1782712849.339640617,516,0,21,9.501337544,0.305312456,2.533488077,1,0.710919617,1,97,0.003732726,0.012593615,0.999913730,0.023339773,0.051250495,0.998413062,-0.007773629,0.003923049,0.999962089,0.012369050,0.041932631,0.999043873,-0.007277382,0.008471142,0.999937638,0.012595176,0.046497595,0.998838994,-0.022582933,-0.037212212,0.999052182,1,-0.006585694,0.007816696,0.999947763,0.825498491,nan,nan,nan,nan,3.228309017,2.505704932,3.023692134,2.236877339,-2.133139321,1.294016755,3.340567603,2.211161730,0.103462883,-2.087735740
2343,1782712849.438899755,517,0,21,9.771939456,0.034710544,2.154517397,1,0.379855636,1,61,-0.022111701,0.016898943,0.999612674,-0.001272888,0.052773468,0.998605698,-0.031827047,0.084860602,0.995884390,-0.015607396,0.119754755,0.992680819,-0.016925584,-0.009443941,0.999812151,0.005672822,0.026858125,0.999623159,-0.024373368,-0.035856931,0.999059668,1,-0.006585694,0.007816696,0.999947763,3.940074728,nan,nan,nan,nan,3.025982933,6.936399981,2.595118761,6.451239302,-2.055502232,1.396629442,3.801011768,2.334767140,0.114595763,-2.087748627
2344,1782712849.538893700,517,0,21,9.650150938,0.156499062,2.393184448,1,0.485303771,1,119,0.009717564,0.017228860,0.999804349,0.028621343,0.055874212,0.998027500,-0.017088538,0.046496006,0.998772298,-0.000451613,0.082870663,0.996560209,0.006934357,0.023734990,0.999694236,0.025325836,0.062131115,0.997746624,-0.023268766,-0.036216129,0.999073049,1,-0.006585694,0.007816696,0.999947763,2.274869860,nan,nan,nan,nan,3.599295704,4.753661547,3.415616660,4.320000359,-2.076047559,1.333322424,4.534734823,2.461088860,0.119438829,-2.094042805
2345,1782712849.639813423,517,0,21,9.694645028,0.112004972,3.223687882,1,0.787413561,1,106,-0.011060293,0.020176743,0.999735249,0.009346148,0.051136378,0.998647946,-0.022897188,0.022273125,0.999489683,-0.002631667,0.052184692,0.998633983,-0.026298249,0.033403925,0.999095881,-0.007005232,0.062958560,0.997991556,-0.024856300,-0.029958421,0.999242041,1,-0.006585694,0.007816696,0.999947763,0.688906292,nan,nan,nan,nan,2.979775669,2.995126128,2.645853629,2.553494996,-1.717278674,1.424307761,4.999132542,2.581739795,0.131939216,-2.093993345
